ticker,company_name,sector,industry,entry_date,entry_signal,entry_price,exit_date,exit_reason,exit_price,holding_days,return_pct,pnl_dollar,confidence_score,trigger_reason,trigger_accession,trigger_url,local_source_file
META,Meta Platforms Inc.,Communication Services,Internet Content & Information,2021-01-14,CONVICTION_BUY,117.22,2021-04-14,HOLDING_PERIOD_EXIT,134.66,90,14.88,1488.0,90,"C-Suite Conviction Buy: Insider_META_2021_9 (Chief Financial Officer) open-market purchase of $663,135.00",0001326801-21-000009,https://www.sec.gov/edgar/browse/?CIK=0001326801,data/industries/communication_services/internet_content_information/META_insider_trades.csv
UNH,UnitedHealth Group Incorporated,Health Care,Health Care Plans,2021-01-15,CONVICTION_BUY,256.75,2021-04-15,HOLDING_PERIOD_EXIT,243.14,90,-5.3,-530.0,70,"C-Suite Conviction Buy: Insider_UNH_2021_1 (Chief Financial Officer) open-market purchase of $225,424.00",0000731766-21-000001,https://www.sec.gov/edgar/browse/?CIK=0000731766,data/industries/health_care/health_care_plans/UNH_insider_trades.csv
UNH,UnitedHealth Group Incorporated,Health Care,Health Care Plans,2021-01-16,CONVICTION_BUY,187.08,2021-04-16,HOLDING_PERIOD_EXIT,219.18,90,17.16,1716.0,70,"C-Suite Conviction Buy: Insider_UNH_2021_1 (Chief Financial Officer) open-market purchase of $225,424.00",0000731766-21-000001,https://www.sec.gov/edgar/browse/?CIK=0000731766,data/industries/health_care/health_care_plans/UNH_insider_trades.csv
SCHW,The Charles Schwab Corporation,Financials,Capital Markets,2021-01-22,CONVICTION_BUY,199.71,2021-04-10,TAKE_PROFIT_TARGET,249.64,78,25.0,2500.0,90,"C-Suite Conviction Buy: Insider_SCHW_2021_3 (Chief Executive Officer) open-market purchase of $858,636.00",0000316709-21-000003,https://www.sec.gov/edgar/browse/?CIK=0000316709,data/industries/financials/capital_markets/SCHW_insider_trades.csv
BA,The Boeing Company,Industrials,Aerospace & Defense,2021-01-22,CONVICTION_BUY,245.57,2021-04-22,HOLDING_PERIOD_EXIT,292.72,90,19.2,1920.0,90,"C-Suite Conviction Buy: Insider_BA_2021_6 (Chief Financial Officer) open-market purchase of $608,385.00",0000012927-21-000006,https://www.sec.gov/edgar/browse/?CIK=0000012927,data/industries/industrials/aerospace_defense/BA_insider_trades.csv
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,2021-01-26,CONVICTION_BUY,244.87,2021-04-19,TAKE_PROFIT_TARGET,306.09,83,25.0,2500.0,95,"C-Suite Conviction Buy: Insider_DUK_2021_6 (Chief Financial Officer) open-market purchase of $1,594,612.00",0001326160-21-000006,https://www.sec.gov/edgar/browse/?CIK=0001326160,data/industries/utilities/utilities_regulated_electric/DUK_insider_trades.csv
CSCO,Cisco Systems Inc.,Information Technology,Communication Equipment,2021-02-10,CONVICTION_BUY,236.95,2021-05-08,TAKE_PROFIT_TARGET,296.19,87,25.0,2500.0,80,"C-Suite Conviction Buy: Insider_CSCO_2021_12 (Chief Financial Officer) open-market purchase of $262,400.00",0000023217-21-000012,https://www.sec.gov/edgar/browse/?CIK=0000023217,data/industries/information_technology/communication_equipment/CSCO_insider_trades.csv
TSLA,Tesla Inc.,Consumer Discretionary,Automotive,2021-02-11,CONVICTION_BUY,256.44,2021-05-12,HOLDING_PERIOD_EXIT,309.37,90,20.64,2064.0,95,"C-Suite Conviction Buy: Insider_TSLA_2021_3 (Chief Financial Officer) open-market purchase of $1,988,000.00",0001318605-21-000003,https://www.sec.gov/edgar/browse/?CIK=0001318605,data/industries/consumer_discretionary/automotive/TSLA_insider_trades.csv
RTX,RTX Corporation,Industrials,Aerospace & Defense,2021-02-16,CONVICTION_BUY,195.44,2021-05-06,TAKE_PROFIT_TARGET,244.3,79,25.0,2500.0,80,"C-Suite Conviction Buy: Insider_RTX_2021_11 (Chief Executive Officer) open-market purchase of $273,930.00",0000101829-21-000011,https://www.sec.gov/edgar/browse/?CIK=0000101829,data/industries/industrials/aerospace_defense/RTX_insider_trades.csv
AMD,Advanced Micro Devices Inc.,Information Technology,Semiconductors,2021-02-17,CONVICTION_BUY,182.01,2021-05-18,HOLDING_PERIOD_EXIT,215.86,90,18.6,1860.0,70,"C-Suite Conviction Buy: Insider_AMD_2021_1 (Chief Financial Officer) open-market purchase of $175,593.00",0000002488-21-000001,https://www.sec.gov/edgar/browse/?CIK=0000002488,data/industries/information_technology/semiconductors/AMD_insider_trades.csv
